,opinion,rates
881,"Excelente trato del personal, ni que decir de la ubicación 10 puntos! Ordené un lomo saltado y rl sabor estaba tremendo! En mi opinión pueden aumentar la variedad de platos de fondo...",40
882,"Fuimos dos veces a este restaurant, ya que estaba muy cerca de nuestro hotel. A diferencia de la mayoria de los restaurantes de Lima, este está abierto todos los días, lo que fue una bendicion el domingo que llegamos. El mall donde se sitúa está... ;""Más",50
883,"Aunque en Perú siempre se come delicioso, nada como Tanta. Se esfuerzan porque ostras lo
Mejor de la comida peruana y sus ingredientes. Cualquier plato que se pida será un manjar.",50
884,"un buen restaurant de gama alta, muy buena variedad de platos y comida gourmet, buena atencion, locales amplios y comodos con buena seguridad ideal para visitarla en pareja , con la familia o amigos.",50
885,"Una muy deliciosa y variada muestra de la excelente cocina tradicional peruana y de fusión. Muy buena atención. Sin duda es una razón para volver a Lima",50
886,"La comida de autor peruana a muy buen precio y con una calidad y gusto excelente!! la verdad es que todo estaba para comerselo!",40
887,"He ido dos veces. En la primera recibí una atención bastante personalizada y agradable. En la segunda, si bien fue básica, no fue mala, hay que mencionar que el rush les jugó un punto en contra, pero aún así ningún pedido demoró. Los aperitivos estuvieron... ;""Más",40
888,"Después de cenar en este lindo lugar entendí porque la gastronomía peruana tiene un gran nombre a nivel mundial, es exquisita!",50
889,"Carta variada, con opciones para todos los gustos...desde sandwiches, sopas, hasta pastas y platos más locales, todos bien servidos. Jugos naturales super ricos y muy buenos precios. La atención, podría ser un poco más esmerada.",30
890,"Visite el restaurante con una amiga... la atención muy simpática.... el ambiente es cómodo y tiene buenos precios y alternativas.... el piqueo peruano es muy rico y los tequeños de lomo saltado son geniales!!!!!.... pedí la carta de postres y me trajeron la bandeja entera!!!!!... ;""Más",40
891,"Sin duda que una de las cenas más ricas del Perú la he tenido aquí. El personal muy amable,  las recomendaciones muy buenas, la comida... sin palabras. Lo recomiendo 1000%",50
892,"Me encanta como preparan el tacu-tacu con bistec, lomo saltado, etc. Me encanta el ambiente muy agradable. recientemente asistí al de Larco Mar, en Miraflores.",40
893,"Buena comida, una impresionante vista en el mall Larcomar. Muy buena atencion y personalizada, rapida y cordial atencion a los comensales",40
894,"El restaurante es bonito, sin embargo la comida no me pareció del otro mundo. Adicionalmente cuando fui no tenían ningún tipo de pescado lo cual resulta un poco frustrante si te encuentras en Lima.",30
895,"Me gustó la comida, pero el postre, la base del postre, estaba muy dura. NO se pudo apreciar el postre total en sí.
Y para terminar de malograrla, el mozo al entregarnos la cuenta dijo: Si gustan, mejor la propina me la dan al contado,... ;""Más",30
896,"Un muy buen restaurante con una variada y exitosa carta, de la mano de Gastón Acurio. Probé varios platos y todos me parecieron excelentes, además del buenísimo pisco sour.",50
897,"Restaurante del Chef que ha puesto la cocina Peruana en el mapa , Gastón Acurio. situado en el centro comercial larcomar; cuenta con unas vistas espectaculares del oceano pacifico. Puedes disfrutar de los platos tradicionales peruanos con toque personal.
por la noche puedes ir a... ;""Más",50
898,"Varias veces he venido a tanta pero nunca se me dio por probar las pastas ya que su fuerte es la comida Peruana. Felizmente me lleve una grata sorpresa, una muy buena fusión Italo-peruana. 
Lo que si aun me sigue pareciendo un poco caro es... ;""Más",40
899,"Restaurante bien ubicado, destaca su rapidez y buen servicio.
Buen ceviche y muy buen lomo saltado.
Postre excelente.
Buen precio.
Recomendable",50
900,"Volvimos después de un año a Lima y volvimos a TANTA, probamos un poco mas de platos que la otra vez y nos quedo la misma sensación.. la carta es excelente. El asesoramiento de los mozos es muy bueno. Lo único que le cambiaría es... ;""Más",40
901,"Un lugar con comida excelente, el servicio impecable, todos muy atentos a nuestro servicio. Siempre vamos.",50
902,"Carta muy variada y platos muy bien preparados y presentados. Lo único incomodo es que un sector del restaurante es muy caluroso y el otro sector mucho más fresco. La atención muy buena y la comida exquisita. En la carta vi cosas muy originales que... ;""Más",40
903,"Me gustó mucho la comida en este Tanta. He ido al de Larcomar varias veces pero aunque ese local me gusta más yo diría que en el de 28 de julio la cocina es mejor. Comimos unos anticuchos que estuvieron muy bien sazonados y luego... ;""Más",40
904,"Muy bien ubicado para disfrutar de las vistas del Océano Pacífico. Excelente atención, excelente gastronomía, lindo entorno. No dejar de ir.",50
905,"Es un lugar ideal para reuniones por la mañana ya que normalmente se encuentra libre y puedes conversar tranquilamente. La atención fue buena pero nada espectacular como propuesta gastronómica.
Fui a desayunar con un amigo estuvo bien pero creo que a la carta le falta... ;""Más",30
906,"El lugar es bonito y grande. La comida es muy deliciosa y bien presentada. El servicio es bueno. Lo único malo de Tanta es que mucha gente va y por lo tanto hay que esperar pero las veces que he ido no ha sido mucho.... ;""Más",50
907,"Excelente ambiente. Se puede comer tranquilo y la carta es de las más varadas de Perú.
Recomiendo los postres.",50
908,"Estuve hace poco y me comi uno de los pasteles de choclo que son mis favoritos entre los platos de este restaurante.Los postres tambien son de primera y muy buena atención",50
909,"Es una carta amplia con mucha oferta culinaria, desde ensaladas de quinoa, pescados, unos esquisitos tiraditos con salsas de ají y excelentes preparados de frutas. La carta es muy amplia y también ofrecen deliciosos postres.",30
910,"La comida excelente, buenos ingredientes, variada. Hay mucha fusión de comida peruana bien trabajada porque pese a que mezcla comidas diversas, el sabor es siempre agradable",50
911,"Fuimos a Tanta porque nos lo recomendaron, sobre todo por los postres, como no somos muy aficionados a lo dulce y tampoco teníamos mucho apetito y para probar la mano con algo muy simple pedimos precisamente el plato más simple de la carta, se trataba... ;""Más",30
912,"Muy rico, buena atencion, los mozos son amables y rapidos. les recomiendo probar el pastel de choclo es riquisimo",40
913,"Celebramos el cumpleaños de mi cuñado, todo estuvo excelente, desde la atención del mozo, la comida, los tragos y postres, rápida la atención, regreso de todas maneras.",40
914,"Un lugar para ir a desayunar, almorzar o a comer, con una gran variedad en la carta. Los jugos espectaculares y todo lo que comimos estaba muy bueno. Además cuenta con una vista privilegiada a la costa limeña.",40
915,"Muy buena vista en el Larcomar y los cocteles son espectaculares. Los precios muy justos y un excelente ambiente.",40
916,"Tienes comida típica, productos naturales, vista al mar, buena ubicación, buenas porciones, precios proporcionales y comida de alta cocina",40
917,"Precio acorde con lo que sirven! Tuvimos un excelente servicio, ellos siempre muy atentos! Bella vista desde adentro hacia el mar! Y puedes pagar en $$$ por lo que damos un plus a eso, ya que no todos los establecimientos aceptaban dólares cuando ya se... ;""Más",50
918,"Excelente restaurante muy buenos platos se recomienda el risotto.y pollo asi como el ceviche de entrada. la atencion muy buena!",50
919,"Antes pensaba era un lugar horrible, pero ahora nos encanta ir! Buena comida y buen ambiente. Me encanta el pollo maryland, también el plato de mini tacu tacus es muy rico. Los jugos me encantan. El pastel de choclo con carne, delicioso. Las entradas muy... ;""Más",40
920,"Buena selección de platos. Recomiendo las entradas. Los platos fuertes son muy bien presentados. La atención de personal es muy buena. Es un sitio costoso. Lo recomiendo ampliamente.",50
921,"Amplia variedad de ensaladas, platos de fondo, piqueos, sándwiches, postres, jugos, tragos, cafés de cocina fusión peruana-mediterránea. Se puede ir a tomar desayuno, almorzar o cenar, o un café o lonche. Hay varios locales en Lima, decorados en un lindo estilo moderno.",40
922,"Muy buena ubicación. Shopping larcomar. Amplia carta , pero no siempre hay lo que se pide. Cuando se consigue el resultado es muy bueno.",30
923,"La ubicacion es buena, pero hay que tener suerte para encontrar estacionamiento, la comida muy rica, en especial la empanada de Carne",40
924,"Gran descubrimiento! Sabíamos de Acurio pero no que este era uno de sus restaurantes. Tuvimos que volver! y lo haríamos nuevamente",50
925,"La semana pasada tenía un antojo de pastel de choclo, así que decidí ir por él a Tanta. Estuvo deli y lo acompañé con el rico jugo norteño. El servicio cálido y oportuno combinaron perfecto con la comida.",40
926,"Asistimos en familia y el servicio fue muy rápido y dedicado. La comida increíble. Claramente fuimos más ese una vez en nuestra estadía. Todo muy bueno.",40
927,"Es un lugar distinto, desde el formato de sus jugos, pasando obviamente por sus platos. Deliciosos y muy bien servidos, la atención excelente, los precios son medios hacia arriba. Totalmente recomendable. Buen lugar",40
928,"Nos invitaron unos amigos peruanos y teníamos grandes expectativas de este restaurante en el centro comercial Larcomar.  Está bien situado, tiene una vista frontal al océano.
  La comida me decepcionó, la papa a la guancaina sin gracia, las causas lo mismo, el único plato que... ;""Más",30
929,"Tenía mayores espectativas de la comida, pero no me pareció tan bueno. 
La comida no es mala, pero tampoco es tan buena.",30
930,"Muy rica la causa. Probé unos tequeños de lomo que estaban un poco pasados de grasa, en realidad eran como unos rollos primavera.
También probé un pastel de choclo que estaba bueno.",40
931,"Tanta es uno de los restaurantes de Gastón Acurio, el chef más influyente en la cocina peruana. La calidad es indudable y la variedad permite degustar de varios platos típicos peruanos.",40
932,"Ubicado en Larcomar, con una vista impactante, y una cuchara capaz de satisfacer al comenzal mas exigente, .....
Entre las 13:00 y las 15:00, vaya con suficiente tiempo, ya que probablemente, tendrá que esperar algunos minutos para obtener una mesa, la barra será, una excelente... ;""Más",40
933,"Los platos en Tanta son muy buenos! Recomiendo las croquetas triunfadoras, el pastel de choclo,el ají de gallina y la lasagna....bueno, en general recomiendo TODO. El batido La Espesa es mi favorito.La decoración del local es original y agradable.",40
934,"El ambiente me parece muy bonito, la comida es buena, la atención también, lo recomiendo mucho para tomar un café o una merienda en la tarde.",40
935,"Me encantó el lomo saltado, la causa limeña y los postres!!!! Definitivamente volvería a este restaurante en Lima, cerca de plaza de Armas",50
936,"La comida criolla es su especialidad. La sazón es super rica, recomiendo el Aguadito y el Arroz con Pollo (en la carta tienen otros nombres). Probé las ensaladas, y según mi opinión no son su especialidad, pero no es que sean feas.",40
